Order ID,Date,Customer Name,Product Name,Category,Quantity Sold,Unit Price,Total Sales,Discount (%),Final Price,Payment Method,Location,Salesperson Name,year,Month,Day
ORD100022,2023-09-24,Samarth Sandhu,Automotive 3D Modeling,Forensics,7,37010,2291.831034346487,10,2062.647930911838,Net Banking,Delhi,Jayan Chahal,2023,September,Sunday
ORD100023,2023-06-16,Bhavin Keer,Reverse Engineering Models,Aerospace,1,37023,327.5194363863434,10,294.76749274770907,Credit Card,Ahmedabad,Samar Chatterjee,2023,June,Friday
ORD100024,2023-09-19,Saanvi Dar,Reverse Engineering Models,Automotive,1,24174,213.8523311239896,20,171.0818648991917,Credit Card,Kolkata,Tara Vyas,2023,September,Tuesday
ORD100025,2024-07-02,Tushar Tara,3D Point Cloud Data Processing,Engineering,6,45503,2415.2203085467604,10,2173.6982776920845,Cash,Mumbai,Ehsaan Karan,2024,July,Tuesday
ORD100026,2025-02-16,Eva Raval,Reverse Engineering Models,Software,10,15587,1378.8848702033697,5,1309.9406266932012,Net Banking,Hyderabad,Nayantara Gala,2025,February,Sunday
ORD100027,2024-06-10,Aarush Dugal,BIM Solutions,Automotive,3,32156,853.3923504123862,5,810.7227328917669,Net Banking,Bangalore,Yashvi Tata,2024,June,Monday
ORD100028,2024-02-11,Priyansh Kala,Shipping & Marine Scanning,Heritage,6,39834,2114.319622237032,15,1797.1716789014772,Cash,Bangalore,Samiha Sen,2024,February,Sunday
ORD100029,2025-03-20,Dharmajan Warrior,Heritage Site 3D Documentation,Heritage,8,7556,534.7458307182477,0,534.7458307182477,UPI,Lucknow,Tushar Dalal,2025,March,Thursday
ORD100030,2024-06-13,Mahika Mannan,Shipping & Marine Scanning,Forensics,10,9105,805.4626767948726,15,684.6432752756416,UPI,Pune,Miraan Bassi,2024,June,Thursday
ORD100031,2024-10-13,Saira Grover,Digital Twin Solutions,Engineering,1,19508,172.5751334312397,0,172.5751334312397,Cash,Kolkata,Kimaya Sawhney,2024,October,Sunday
ORD100032,2023-09-20,Shayak Bhatia,BIM Solutions,Aerospace,9,24213,1927.7760586393,20,1542.22084691144,Credit Card,Delhi,Ranbir Dora,2023,September,Wednesday
ORD100033,2024-12-12,Anaya Bala,Reverse Engineering Models,Heritage,5,43872,1940.541381457696,5,1843.514312384811,Net Banking,Jaipur,Indrans Krishnan,2024,December,Thursday
ORD100034,2023-04-16,Aaina Rao,3D Equipment Rentals,Forensics,4,10325,365.35539320843753,5,347.08762354801564,Credit Card,Chennai,Vritika Kade,2023,April,Sunday
ORD100035,2024-07-15,Mehul Contractor,Automotive 3D Modeling,Software,2,28510,504.4204484441915,5,479.1994260219819,UPI,Mumbai,Shaan Tella,2024,July,Monday
ORD100036,2024-04-22,Nitya Chaudhary,3D Equipment Rentals,Scanning,5,26866,1188.3338975711722,15,1010.0838129354963,Net Banking,Chennai,Shaan Mane,2024,April,Monday
ORD100037,2024-05-27,Arhaan Choudhury,3D Laser Scanning Services,Scanning,10,27975,2474.774122277492,0,2474.774122277492,Cash,Bangalore,Saira Chandra,2024,May,Monday
ORD100038,2023-10-03,Kismat Wagle,Shipping & Marine Scanning,Automotive,8,24287,1718.8157743057282,5,1632.8749855904416,Net Banking,Delhi,Nakul Sha,2023,October,Tuesday
ORD100039,2024-05-27,Vardaniya Soman,Automotive 3D Modeling,Heritage,9,41409,3296.876835261833,10,2967.18915173565,UPI,Jaipur,Pranay Dugar,2024,May,Monday
ORD100040,2023-08-26,Shaan Walia,Forensic 3D Scanning,Engineering,10,26600,2353.1364308340044,0,2353.1364308340044,Net Banking,Bangalore,Badal Hegde,2023,August,Saturday
ORD100041,2024-12-22,Manikya Chopra,3D Laser Scanning Services,Forensics,10,30549,2702.479880659699,20,2161.9839045277595,Net Banking,Hyderabad,Renee Kadakia,2024,December,Sunday
ORD100042,2023-09-03,Shamik Boase,BIM Solutions,Scanning,9,18466,1470.2148721279193,5,1396.7041285215232,Credit Card,Mumbai,Yuvraj  Bhatt,2023,September,Sunday
ORD100043,2023-12-13,Alisha Vasa,Asset Management Systems,Aerospace,8,11515,814.9283007835658,10,733.4354707052092,UPI,Jaipur,Bhavin Hegde,2023,December,Wednesday
ORD100044,2025-03-10,Tushar Kari,3D Point Cloud Data Processing,Heritage,1,32595,288.3476765527608,0,288.3476765527608,Credit Card,Kolkata,Kanav Koshy,2025,March,Monday
ORD100045,2023-05-23,Sana Malhotra,Asset Management Systems,Engineering,5,41777,1847.8755765216576,15,1570.6942400434089,Cash,Ahmedabad,Jayesh De,2023,May,Tuesday
ORD100046,2024-04-13,Shlok Kalita,Forensic 3D Scanning,Automotive,8,43188,3056.4588323265857,0,3056.4588323265857,Cash,Chennai,Lagan Bandi,2024,April,Saturday
ORD100047,2023-11-25,Devansh Barman,Aerospace & Defense 3D Scanning,Scanning,4,27747,981.8417525767086,20,785.4734020613669,UPI,Chennai,Dishani Viswanathan,2023,November,Saturday
ORD100048,2023-10-21,Yasmin Din,Automotive 3D Modeling,Aerospace,5,48017,2123.88255637888,20,1699.1060451031042,Net Banking,Chennai,Azad Rajan,2023,October,Saturday
ORD100049,2024-07-21,Divit Chaudhry,Aerospace & Defense 3D Scanning,Engineering,5,6380,282.19944414889,15,239.86952752655648,UPI,Lucknow,Prerak Walia,2024,July,Sunday
ORD100050,2023-08-07,Veer Atwal,Heritage Site 3D Documentation,Heritage,8,44420,3143.648729553277,10,2829.2838565979496,Cash,Hyderabad,Shayak Kadakia,2023,August,Monday
ORD100051,2024-07-31,Elakshi Thakur,Heritage Site 3D Documentation,Scanning,6,34075,1808.6418920451583,15,1537.3456082383846,Net Banking,Chennai,Ritvik Wadhwa,2024,July,Wednesday
ORD100052,2025-03-06,Drishya Sarma,Shipping & Marine Scanning,Software,7,31942,1977.9969440447308,15,1681.2974024380212,Cash,Bangalore,Khushi Das,2025,March,Thursday
ORD100053,2024-06-04,Kiaan Devan,3D Scanning for Animation & Gaming,Aerospace,5,16296,720.8028435502056,0,720.8028435502056,UPI,Hyderabad,Ehsaan D’Alia,2024,June,Tuesday
ORD100054,2024-11-10,Advik Brar,Reverse Engineering Models,Heritage,5,35913,1588.499786476346,5,1509.0747971525286,Net Banking,Kolkata,Purab Kapadia,2024,November,Sunday
ORD100055,2023-07-19,Rania Dhaliwal,Reverse Engineering Models,Engineering,7,7630,472.4850254543014,20,377.98802036344114,Cash,Delhi,Vivaan Dhawan,2023,July,Wednesday
ORD100056,2023-09-08,Urvi Sankar,Automotive 3D Modeling,Engineering,9,28020,2230.8794929613505,10,2007.7915436652154,Net Banking,Mumbai,Mahika Chandran,2023,September,Friday
ORD100057,2024-03-30,Vaibhav Balan,3D Equipment Rentals,Scanning,9,42018,3345.3638306655967,0,3345.3638306655967,Net Banking,Mumbai,Kimaya Chandran,2024,March,Saturday
ORD100058,2023-04-11,Anahi Sura,Asset Management Systems,Software,1,29794,263.5689730085276,15,224.03362705724848,Net Banking,Mumbai,Zain Kalita,2023,April,Tuesday
ORD100059,2024-12-18,Vedika Lad,Aerospace & Defense 3D Scanning,Automotive,5,37038,1638.2606602486817,0,1638.2606602486817,Credit Card,Bangalore,Shamik Kadakia,2024,December,Wednesday
ORD100060,2023-04-02,Zara Boase,Forensic 3D Scanning,Aerospace,8,24133,1707.917037152392,0,1707.917037152392,Credit Card,Kolkata,Divit Dara,2023,April,Sunday
ORD100061,2024-02-14,Vidur Choudhury,Asset Management Systems,Engineering,8,37313,2640.679087028848,20,2112.5432696230782,UPI,Pune,Darshit Gokhale,2024,February,Wednesday
ORD100062,2024-03-11,Samar Sarkar,Heritage Site 3D Documentation,Software,6,18547,984.4425875792092,5,935.2204582002487,Cash,Hyderabad,Zara Venkataraman,2024,March,Monday
ORD100063,2023-04-03,Baiju Aggarwal,3D Scanning for Animation & Gaming,Engineering,10,13954,1234.4235246563044,15,1049.2599959578588,Net Banking,Ahmedabad,Samiha Mander,2023,April,Monday
ORD100064,2023-05-20,Biju Hayer,3D Scanning for Animation & Gaming,Aerospace,6,15027,797.6070935220132,15,677.9660294937112,Net Banking,Lucknow,Divij Bath,2023,May,Saturday
ORD100065,2024-04-16,Badal Kumar,Forensic 3D Scanning,Heritage,6,22088,1172.392725208906,5,1113.7730889484608,UPI,Kolkata,Hiran Choudhry,2024,April,Tuesday
ORD100066,2024-08-25,Hiran Karpe,BIM Solutions,Automotive,9,7548,600.9521203737428,0,600.9521203737428,Net Banking,Mumbai,Biju Dhillon,2024,August,Sunday
ORD100067,2025-01-24,Urvi Kaul,BIM Solutions,Automotive,10,18826,1665.4190393564272,10,1498.8771354207845,UPI,Lucknow,Tushar Tailor,2025,January,Friday
ORD100068,2024-09-01,Indrajit Hora,Automotive 3D Modeling,Aerospace,4,11125,393.6638013989218,15,334.6142311890835,Net Banking,Ahmedabad,Shalv Gulati,2024,September,Sunday
ORD100069,2024-07-12,Samarth Dubey,Forensic 3D Scanning,Engineering,2,34671,613.425512732675,20,490.74041018614,UPI,Lucknow,Misha Chaudhary,2024,July,Friday
ORD100070,2025-02-12,Myra Reddy,Asset Management Systems,Aerospace,2,46770,827.4901569180931,5,786.1156490721885,Credit Card,Mumbai,Nehmat Bhardwaj,2025,February,Wednesday
ORD100071,2023-11-23,Ehsaan Saraf,BIM Solutions,Scanning,5,47421,2097.520351251491,5,1992.6443336889163,Credit Card,Chennai,Heer Dara,2023,November,Thursday
ORD100072,2023-07-10,Arnav Din,Heritage Site 3D Documentation,Scanning,6,41298,2192.026202719911,10,1972.82358244792,Net Banking,Hyderabad,Samiha Krishnan,2023,July,Monday
ORD100073,2023-07-25,Anya Ratta,Automotive 3D Modeling,Heritage,4,29764,1053.214326726967,15,895.232177717922,Credit Card,Chennai,Renee Bobal,2023,July,Tuesday
ORD100074,2023-12-22,Pari Gupta,Asset Management Systems,Scanning,8,46496,3290.5693680618906,15,2796.983962852607,UPI,Mumbai,Miraya Lanka,2023,December,Friday
ORD100075,2024-07-27,Tejas Dave,Shipping & Marine Scanning,Engineering,6,47217,2506.196455368929,5,2380.8866326004827,Net Banking,Pune,Keya Manne,2024,July,Saturday
ORD100076,2023-05-24,Tushar Shankar,Reverse Engineering Models,Automotive,8,49010,3468.4877135390843,10,3121.638942185176,Credit Card,Bangalore,Adira Cheema,2023,May,Wednesday
ORD100077,2023-11-12,Jiya Mangat,Aerospace & Defense 3D Scanning,Software,4,19086,675.3678484044783,20,540.2942787235827,Net Banking,Bangalore,Neelofar Edwin,2023,November,Sunday
ORD100078,2023-04-28,Yasmin Jayaraman,3D Equipment Rentals,Aerospace,3,40509,1075.0737256765565,0,1075.0737256765565,Net Banking,Ahmedabad,Neysa Sarkar,2023,April,Friday
ORD100079,2024-06-19,Tiya Sarraf,Asset Management Systems,Scanning,1,31065,274.8127188866855,0,274.8127188866855,Cash,Delhi,Umang Sheth,2024,June,Wednesday
ORD100080,2024-08-06,Riya Sekhon,Heritage Site 3D Documentation,Aerospace,6,32999,1751.5296785208566,0,1751.5296785208566,Credit Card,Jaipur,Saksham Srivastava,2024,August,Tuesday
ORD100081,2024-03-05,Nirvaan Ranganathan,BIM Solutions,Aerospace,1,21274,188.1978362013632,15,159.96816077115872,Credit Card,Ahmedabad,Kiara Sani,2024,March,Tuesday
ORD100082,2024-01-31,Gokul Dora,3D Equipment Rentals,Aerospace,1,5375,47.54927938245404,20,38.039423505963235,Cash,Delhi,Tara Butala,2024,January,Wednesday
ORD100083,2024-08-13,Nitya Bhakta,Forensic 3D Scanning,Engineering,1,38357,339.32050405075154,5,322.35447884821394,Cash,Chennai,Kashvi Jani,2024,August,Tuesday
ORD100084,2024-06-02,Vritika Zacharia,3D Point Cloud Data Processing,Heritage,9,32794,2610.9729511839587,0,2610.9729511839587,Credit Card,Ahmedabad,Vardaniya Kala,2024,June,Sunday
ORD100085,2024-08-26,Zoya Bal,Reverse Engineering Models,Scanning,3,10002,265.4444050511471,20,212.3555240409177,Credit Card,Bangalore,Divit Chokshi,2024,August,Monday
ORD100086,2023-06-13,Hunar Kadakia,3D Equipment Rentals,Automotive,10,37542,3321.1070633973754,15,2822.941003887769,Net Banking,Lucknow,Onkar Boase,2023,June,Tuesday
ORD100087,2024-10-10,Romil Verma,3D Laser Scanning Services,Scanning,10,46165,4083.930200355331,10,3675.537180319798,UPI,Mumbai,Aayush Bala,2024,October,Thursday
ORD100088,2023-08-30,Mohanlal Bal,3D Laser Scanning Services,Software,5,6128,271.0530084238868,5,257.50035800269245,Credit Card,Lucknow,Biju Khanna,2023,August,Wednesday
ORD100089,2025-01-02,Baiju Shanker,Automotive 3D Modeling,Scanning,10,20161,1783.5181797761038,20,1426.814543820883,Cash,Pune,Shanaya Bedi,2025,January,Thursday
ORD100090,2024-10-30,Saanvi Zacharia,3D Scanning for Animation & Gaming,Heritage,9,47449,3777.7659193976847,15,3211.101031488032,Cash,Ahmedabad,Shlok Kurian,2024,October,Wednesday
ORD100091,2024-04-20,Piya Gour,Automotive 3D Modeling,Aerospace,8,33748,2388.380399031157,10,2149.5423591280414,UPI,Bangalore,Tara Srinivasan,2024,April,Saturday
ORD100092,2024-01-20,Emir Tailor,3D Point Cloud Data Processing,Automotive,9,14767,1175.710116793728,5,1116.9246109540416,Credit Card,Kolkata,Divij Mandal,2024,January,Saturday
ORD100093,2024-07-28,Farhan Sastry,Heritage Site 3D Documentation,Heritage,9,5199,413.9308523877966,0,413.9308523877966,Net Banking,Pune,Adah De,2024,July,Sunday
ORD100094,2024-05-07,Aarush Anand,Shipping & Marine Scanning,Forensics,7,27292,1690.0473544821486,5,1605.5449867580412,UPI,Mumbai,Sana Vora,2024,May,Tuesday
ORD100095,2023-06-07,Biju Reddy,3D Point Cloud Data Processing,Heritage,9,33530,2669.5713561382613,10,2402.614220524435,Cash,Bangalore,Indrans Chatterjee,2023,June,Wednesday
ORD100096,2024-06-16,Arnav Dewan,Reverse Engineering Models,Automotive,4,17296,612.0277850782697,15,520.2236173165293,Credit Card,Kolkata,Ela Kannan,2024,June,Sunday
ORD100097,2023-05-11,Ivana Barad,3D Equipment Rentals,Engineering,3,41567,1103.152128050493,20,882.5217024403945,Cash,Mumbai,Farhan Barad,2023,May,Thursday
ORD100098,2024-01-08,Yasmin Balan,3D Laser Scanning Services,Heritage,5,14569,644.4143733236957,0,644.4143733236957,Cash,Ahmedabad,Yakshit Vig,2024,January,Monday
ORD100099,2023-04-10,Nishith Sood,Digital Twin Solutions,Heritage,6,8883,471.4942311676344,10,424.34480805087094,UPI,Hyderabad,Ryan Choudhry,2023,April,Monday
ORD100100,2024-04-20,Renee Sule,Forensic 3D Scanning,Scanning,10,13184,1166.3064174479516,5,1107.991096575554,Cash,Mumbai,Kartik Dugar,2024,April,Saturday
ORD100101,2023-12-30,Himmat Atwal,3D Scanning for Animation & Gaming,Aerospace,2,45996,813.7959644559463,20,651.0367715647571,UPI,Hyderabad,Darshit Chad,2023,December,Saturday
ORD100102,2024-07-24,Nayantara Dhingra,Heritage Site 3D Documentation,Automotive,7,36001,2229.3490696435524,20,1783.479255714842,Net Banking,Mumbai,Ryan Sarraf,2024,July,Wednesday
ORD100103,2023-06-30,Ehsaan Krishnan,3D Point Cloud Data Processing,Engineering,2,16542,292.6735551793692,15,248.7725219024638,Net Banking,Pune,Trisha Bala,2023,June,Friday
ORD100104,2024-11-08,Krish Barman,Automotive 3D Modeling,Engineering,9,15942,1269.260559485719,15,1078.8714755628612,UPI,Lucknow,Aradhya Dhingra,2024,November,Friday
ORD100105,2023-09-16,Aradhya Kade,Shipping & Marine Scanning,Software,8,49024,3469.4785078257514,15,2949.0567316518886,Credit Card,Delhi,Indrajit Mani,2023,September,Saturday
ORD100106,2024-05-15,Parinaaz Dugar,Digital Twin Solutions,Heritage,9,46602,3710.3299832614152,5,3524.8134840983444,Cash,Ahmedabad,Advik Zachariah,2024,May,Wednesday
ORD100107,2024-06-23,Jivika Kannan,Asset Management Systems,Heritage,8,8502,601.695216088743,5,571.6104552843058,Credit Card,Bangalore,Myra Varma,2024,June,Sunday
ORD100108,2024-09-23,Ivan Sarkar,Forensic 3D Scanning,Heritage,8,39978,2829.2838565979496,5,2687.819663768052,UPI,Kolkata,Sumer Ratti,2024,September,Monday
ORD100109,2024-03-08,Siya Sahota,BIM Solutions,Aerospace,10,24613,2177.358908726216,15,1850.7550724172838,Net Banking,Chennai,Anya Gala,2024,March,Friday
ORD100110,2024-02-12,Gatik Barad,Heritage Site 3D Documentation,Engineering,1,18735,165.73688357772585,0,165.73688357772585,Credit Card,Chennai,Priyansh Lall,2024,February,Monday
ORD100111,2025-01-20,Mannat Lall,Aerospace & Defense 3D Scanning,Software,8,14121,999.3575801445706,0,999.3575801445706,UPI,Ahmedabad,Aayush Bhakta,2025,January,Monday
ORD100112,2024-09-16,Shlok Mahajan,3D Point Cloud Data Processing,Engineering,6,19014,1009.230137501002,15,857.8456168758516,Net Banking,Hyderabad,Yuvraj  Solanki,2024,September,Monday
ORD100113,2025-03-06,Jayan Bhagat,3D Scanning for Animation & Gaming,Software,4,16547,585.5240379099289,10,526.971634118936,Credit Card,Kolkata,Eshani Shanker,2025,March,Thursday
ORD100114,2024-03-26,Jivika Ghose,Heritage Site 3D Documentation,Software,2,15621,276.37852771472166,15,234.9217485575134,Net Banking,Chennai,Ahana  Agate,2024,March,Tuesday
ORD100115,2024-03-03,Tejas Suri,Aerospace & Defense 3D Scanning,Automotive,7,36812,2279.5699550489835,15,1937.6344617916359,Credit Card,Hyderabad,Myra Rajagopal,2024,March,Sunday
ORD100116,2024-05-29,Miraya Gupta,Shipping & Marine Scanning,Heritage,9,26365,2099.112699212206,20,1679.2901593697648,UPI,Lucknow,Veer Sastry,2024,May,Wednesday
ORD100117,2024-05-23,Fateh Sehgal,Forensic 3D Scanning,Scanning,3,34870,925.4195565020495,0,925.4195565020495,Cash,Mumbai,Aarush Konda,2024,May,Thursday
ORD100118,2024-08-09,Priyansh Tata,Heritage Site 3D Documentation,Scanning,1,18552,164.1179964843325,10,147.70619683589925,Cash,Mumbai,Aarav Chatterjee,2024,August,Friday
ORD100119,2025-02-22,Aarush Kashyap,Digital Twin Solutions,Scanning,5,26294,1163.0332577509269,5,1104.8815948633805,UPI,Jaipur,Saira Taneja,2025,February,Saturday
ORD100120,2023-05-08,Zoya Kakar,Shipping & Marine Scanning,Scanning,3,21731,576.7218922382002,15,490.2136084024702,UPI,Kolkata,Ivana Sharma,2023,May,Monday
ORD100121,2024-04-26,Ahana  Wagle,3D Scanning for Animation & Gaming,Automotive,4,20060,709.8333353763929,5,674.3416686075733,Credit Card,Bangalore,Fateh Kannan,2024,April,Friday
ORD100122,2024-09-23,Shanaya Dave,Aerospace & Defense 3D Scanning,Forensics,6,27869,1479.238177238636,0,1479.238177238636,UPI,Ahmedabad,Ayesha Kapur,2024,September,Monday
ORD100123,2023-04-30,Armaan Sha,Reverse Engineering Models,Software,5,22582,998.8444902461182,10,898.9600412215063,Net Banking,Ahmedabad,Sahil Cherian,2023,April,Sunday
ORD100124,2023-11-10,Reyansh Shroff,Aerospace & Defense 3D Scanning,Engineering,3,31417,833.7799313629164,10,750.4019382266248,Credit Card,Kolkata,Samiha Sankaran,2023,November,Friday
ORD100125,2023-11-09,Seher Mall,Aerospace & Defense 3D Scanning,Heritage,8,49920,3532.889342172436,15,3002.9559408465707,UPI,Hyderabad,Shayak Srivastava,2023,November,Thursday
ORD100126,2024-11-21,Pihu Bahri,Shipping & Marine Scanning,Heritage,1,5008,44.30265881810787,20,35.4421270544863,Cash,Bangalore,Kaira Wali,2024,November,Thursday
ORD100127,2024-11-21,Arhaan Ramaswamy,Forensic 3D Scanning,Software,10,11413,1009.6370708687404,5,959.1552173253033,Credit Card,Pune,Neelofar Banik,2024,November,Thursday
ORD100128,2025-03-12,Anaya Soni,Asset Management Systems,Aerospace,2,37368,661.1428732887599,5,628.0857296243219,Cash,Chennai,Miraya Ramesh,2025,March,Wednesday
ORD100129,2024-06-19,Ishita Rattan,Heritage Site 3D Documentation,Software,4,36044,1275.4353310222684,0,1275.4353310222684,Cash,Jaipur,Sahil Sama,2024,June,Wednesday
ORD100130,2024-02-01,Priyansh Gopal,Heritage Site 3D Documentation,Scanning,1,21145,187.05665349618428,10,168.35098814656587,Cash,Bangalore,Bhavin Gupta,2024,February,Thursday
ORD100131,2024-06-03,Badal Iyengar,3D Laser Scanning Services,Software,7,39222,2428.808344478193,0,2428.808344478193,Credit Card,Jaipur,Armaan Sant,2024,June,Monday
ORD100132,2024-05-29,Siya Dhillon,3D Point Cloud Data Processing,Software,6,15124,802.7556852616575,20,642.204548209326,UPI,Kolkata,Arnav Yadav,2024,May,Wednesday
ORD100133,2023-08-17,Rania Chaudhry,Forensic 3D Scanning,Engineering,7,26897,1665.5871205300582,15,1415.7490524505495,Net Banking,Delhi,Anahita Bandi,2023,August,Thursday
ORD100134,2023-05-05,Gatik Barman,Reverse Engineering Models,Heritage,2,29885,528.7479867328889,10,475.8731880596,Cash,Hyderabad,Ira Deo,2023,May,Friday
ORD100135,2023-12-09,Zara Balan,3D Laser Scanning Services,Engineering,3,22301,591.8491978649902,0,591.8491978649902,Net Banking,Jaipur,Diya Savant,2023,December,Saturday
ORD100136,2024-11-01,Ojas Basu,Digital Twin Solutions,Automotive,9,36432,2900.62104523797,20,2320.496836190376,Cash,Pune,Ojas Bava,2024,November,Friday
ORD100137,2024-11-20,Aradhya Hegde,Reverse Engineering Models,Engineering,10,33112,2929.212537510359,15,2489.830656883805,Cash,Delhi,Bhavin Dugar,2024,November,Wednesday
ORD100138,2024-01-11,Shayak Kamdar,Forensic 3D Scanning,Heritage,5,12773,564.9739028391492,0,564.9739028391492,Cash,Delhi,Ahana  Loyal,2024,January,Thursday
ORD100139,2024-09-09,Tushar Bahri,Shipping & Marine Scanning,Forensics,3,23375,620.352226361784,0,620.352226361784,Credit Card,Mumbai,Rasha Khare,2024,September,Monday
ORD100140,2023-08-29,Abram Saraf,Asset Management Systems,Software,4,39719,1405.4770811473056,20,1124.3816649178445,Net Banking,Ahmedabad,Kartik Badal,2023,August,Tuesday
ORD100141,2024-08-16,Damini Dayal,3D Laser Scanning Services,Engineering,7,34015,2106.3667288110173,0,2106.3667288110173,Net Banking,Mumbai,Eva Dua,2024,August,Friday
ORD100142,2023-11-14,Uthkarsh Wable,Asset Management Systems,Software,1,47259,418.0709570856549,5,397.1674092313722,Net Banking,Mumbai,Riaan Saini,2023,November,Tuesday
ORD100143,2024-06-24,Aaryahi Venkataraman,Forensic 3D Scanning,Engineering,7,23380,1447.7981513920795,20,1158.2385211136636,UPI,Lucknow,Indrans Kara,2024,June,Monday
ORD100144,2023-08-14,Madhav Saha,Asset Management Systems,Software,1,46733,413.4177624893441,0,413.4177624893441,Cash,Bangalore,Anahita Devan,2023,August,Monday
ORD100145,2025-01-21,Gatik Kapadia,3D Point Cloud Data Processing,Scanning,7,14967,926.8261305340144,10,834.143517480613,Cash,Chennai,Sana Datta,2025,January,Tuesday
ORD100146,2024-07-18,Stuvan Ghose,3D Laser Scanning Services,Engineering,5,14971,662.1955922183436,20,529.7564737746749,UPI,Kolkata,Mannat Bala,2024,July,Thursday
ORD100147,2023-08-10,Reyansh Bir,BIM Solutions,Heritage,3,12292,326.219018885093,0,326.219018885093,UPI,Delhi,Zoya Wali,2023,August,Thursday
ORD100148,2024-08-14,Jayesh Sathe,Shipping & Marine Scanning,Automotive,4,46878,1658.8019489419016,5,1575.8618514948064,Net Banking,Kolkata,Zara Bath,2024,August,Wednesday
